id;user_id;milestone_percent;reward_key;reward_title;reward_description;unlocked_at
ea85aaed-8648-441e-933a-9b0d210f045d;f4a23d09-8551-4a17-a807-38231547186b;30;free_discovery_test;Free Discovery Test;Unlock the full Discovery Test (worth ₹2,999) for free!;2026-04-21 14:09:49.282909+00
93c62e4c-98df-40b7-8538-47285af1dc73;f4a23d09-8551-4a17-a807-38231547186b;60;free_psychometric_test;Free Psychometric Test;Unlock the full Psychometric Assessment (worth ₹2,999) for free!;2026-04-21 14:09:49.282909+00
f7c6a15d-5200-4dcb-8942-43b74b9b2213;f4a23d09-8551-4a17-a807-38231547186b;90;free_interests_assessment;Free Interests Assessment;Unlock the full Interests Assessment Test (worth ₹2,999) for free!;2026-04-21 14:09:49.282909+00
3f2b4e9f-2a0a-43a3-bf3b-25c4efef1bea;6fd4ed8a-372b-475e-9fd8-06f221183764;30;free_discovery_test;Free Discovery Test;Unlock the full Discovery Test (worth ₹2,999) for free!;2026-04-21 15:02:57.104433+00
a1054307-51f1-430c-ab88-cc8c02e6f001;6fd4ed8a-372b-475e-9fd8-06f221183764;60;free_psychometric_test;Free Psychometric Test;Unlock the full Psychometric Assessment (worth ₹2,999) for free!;2026-04-21 15:02:57.104433+00
08978581-cf2b-4355-97e7-5936a5ae960e;6fd4ed8a-372b-475e-9fd8-06f221183764;90;free_interests_assessment;Free Interests Assessment;Unlock the full Interests Assessment Test (worth ₹2,999) for free!;2026-04-21 15:02:57.104433+00
21526e0b-7247-47f6-b222-842f20bf8e40;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;30;free_discovery_test;Free Discovery Test;Unlock the full Discovery Test (worth ₹2,999) for free!;2026-04-23 11:53:06.653011+00
d725f84f-2c25-451d-8b99-bfc6e973a257;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;60;free_psychometric_test;Free Psychometric Test;Unlock the full Psychometric Assessment (worth ₹2,999) for free!;2026-04-23 11:53:06.653011+00
92b056ef-43b8-4984-972d-1487bb8037a4;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;90;free_interests_assessment;Free Interests Assessment;Unlock the full Interests Assessment Test (worth ₹2,999) for free!;2026-04-23 11:53:06.653011+00
7e61c1f1-d1d3-4796-84ad-6989950a5412;bb4238c8-c8f7-4684-b950-22cedd128e18;30;free_discovery_test;Free Discovery Test;Unlock the full Discovery Test (worth ₹2,999) for free!;2026-04-30 03:54:43.885172+00
8925433e-30a4-47c0-adbc-fd9da9272107;bb4238c8-c8f7-4684-b950-22cedd128e18;60;free_psychometric_test;Free Psychometric Test;Unlock the full Psychometric Assessment (worth ₹2,999) for free!;2026-04-30 03:54:43.885172+00
483daacc-d036-4813-ba50-33099f259bc3;bb4238c8-c8f7-4684-b950-22cedd128e18;90;free_interests_assessment;Free Interests Assessment;Unlock the full Interests Assessment Test (worth ₹2,999) for free!;2026-04-30 03:54:43.885172+00
351a2d47-07a0-449f-aafb-2ba4aea0accd;41932637-2a23-4d2c-8357-ef4d36095fb5;30;free_discovery_test;Free Discovery Test;Unlock the full Discovery Test (worth ₹2,999) for free!;2026-04-30 05:41:03.860641+00
6af5bf53-b598-4b49-9ae0-4736786a96df;41932637-2a23-4d2c-8357-ef4d36095fb5;60;free_psychometric_test;Free Psychometric Test;Unlock the full Psychometric Assessment (worth ₹2,999) for free!;2026-04-30 05:41:03.860641+00
533b79df-1524-44aa-a713-ee7fc4cd15d1;41932637-2a23-4d2c-8357-ef4d36095fb5;90;free_interests_assessment;Free Interests Assessment;Unlock the full Interests Assessment Test (worth ₹2,999) for free!;2026-04-30 05:41:03.860641+00
