id;user_id;test_type;question_id;question_text;answer_value;answer_label;target_modules;signal_tags;weight;created_at
ef0d8ac0-1262-4611-bf87-3526bf5a99dc;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;agency_outcomes;When outcomes don't go as expected, you're more likely to think:;I can change my approach;I can change my approach;"[""mentor_matchmaking"",""mvp_builder"",""selfgraph""]";"[""agency"",""i_can_change_my_approach""]";0.8;2026-04-23 12:02:25.018533+00
44a44621-418b-4ef3-8c08-e62157f053d9;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;agency_initiative;When you see a problem or opportunity, you usually…;Take initiative on your own;Take initiative on your own;"[""mvp_builder"",""startup_sparks"",""selfgraph""]";"[""initiative"",""take_initiative_on_your_own""]";0.8;2026-04-23 12:02:31.08817+00
8558654e-5b43-408a-83ba-2089c7eaa70c;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;emotion_pressure;Under pressure, you tend to:;Feel overwhelmed;Feel overwhelmed;"[""career_therapist"",""mindset_builder""]";"[""emotional_regulation"",""feel_overwhelmed""]";0.8;2026-04-23 12:02:39.404911+00
807ce2bb-f9fe-4a00-b540-c462a3c51644;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;ambiguity_preference;You prefer situations where:;Things evolve as you go;Things evolve as you go;"[""roadmap"",""mvp_builder"",""transition_planner""]";"[""ambiguity_tolerance"",""things_evolve_as_you_go""]";0.8;2026-04-23 12:02:35.144877+00
38968432-3a96-4311-972b-5c27fa15b526;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;emotion_setback;When things go wrong, you usually:;Seek reassurance;Seek reassurance;"[""career_therapist"",""mindset_builder""]";"[""emotional_resilience"",""seek_reassurance""]";0.8;2026-04-23 12:02:44.632837+00
9bc2d76f-0743-4192-831b-14f41b734d12;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;growth_skill;When you're not good at something yet, you:;Feel discouraged;Feel discouraged;"[""skill_stacker"",""project_playground""]";"[""growth_orientation"",""feel_discouraged""]";0.8;2026-04-23 12:02:50.550863+00
bde09c53-8808-4848-a6fe-4b3d48d442b0;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;values_priority;When choosing between options, you prioritize:;What helps me grow;What helps me grow;"[""job_matching"",""mentor_matchmaking""]";"[""values"",""what_helps_me_grow""]";0.8;2026-04-23 12:02:55.787728+00
254b36f4-cdce-46ee-b766-38f0a7dbdfab;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;persistence_slow;When progress is slow but meaningful, you usually:;Push harder to speed things up;Push harder to speed things up;"[""roadmap"",""mvp_builder""]";"[""persistence"",""push_harder_to_speed_things_up""]";0.8;2026-04-23 12:03:04.807182+00
f7176436-b4b4-4be7-b616-bc60e197bc61;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;persistence_motivation;You're more motivated by:;Medium-term milestones;Medium-term milestones;"[""skill_stacker"",""roadmap""]";"[""motivation_horizon"",""medium-term_milestones""]";0.8;2026-04-23 12:03:08.336948+00
add7ab93-39b8-42b8-81d8-fdbeefc75845;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;feedback_critical;When receiving critical feedback, you usually:;Feel defensive initially but adapt;Feel defensive initially but adapt;"[""career_coach"",""mentor_matchmaking""]";"[""feedback_receptivity"",""feel_defensive_initially_but_adapt""]";0.8;2026-04-23 12:03:53.372612+00
cc7fe2ba-a0d1-4680-8bf1-ff1fee834df9;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;feedback_style;Feedback helps you most when it is:;Gentle and supportive;Gentle and supportive;"[""career_coach"",""career_therapist""]";"[""feedback_style"",""gentle_and_supportive""]";0.8;2026-04-23 12:08:16.970147+00
db150ec5-7ded-4fc0-9b5c-4c7f78cde369;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;role_initiative;In a new initiative, you naturally:;Start things from scratch;Start things from scratch;"[""project_playground"",""job_matching"",""mvp_builder""]";"[""role_orientation"",""start_things_from_scratch""]";0.8;2026-04-23 12:08:20.122303+00
b4be8584-e84a-4317-8da6-22234647b87f;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;role_energy;You feel most energized when:;Creating something new;Creating something new;"[""project_playground"",""job_matching""]";"[""energy_source"",""creating_something_new""]";0.8;2026-04-23 12:08:25.296807+00
1793d3df-d1e6-40f2-8274-8c42b215325d;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;moral_risk;If doing the right thing risks personal loss, you're likely to:;Still do it;Still do it;"[""job_matching"",""selfgraph""]";"[""ethical_signal"",""still_do_it""]";0.8;2026-04-23 12:08:33.50843+00
49e5859e-e6d9-4256-9024-bf1f4766d242;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;moral_authority;When authority conflicts with your principles, you:;Speak up;Speak up;"[""mentor_matchmaking"",""selfgraph""]";"[""ethical_signal"",""speak_up""]";0.8;2026-04-23 12:08:38.991668+00
c12d2dfa-08be-4bf3-ba48-8dc6e77c06ce;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;learning_apply;After learning something new, you usually:;Apply it quickly;Apply it quickly;"[""content_library"",""project_playground""]";"[""learning_transfer"",""apply_it_quickly""]";0.8;2026-04-23 12:08:42.648561+00
76469cea-e09c-4515-9097-254c8b4e8868;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;learning_best;You learn best when:;Applying concepts in real projects;Applying concepts in real projects;"[""content_library"",""skill_stacker""]";"[""learning_style"",""applying_concepts_in_real_projects""]";0.8;2026-04-23 12:08:46.148667+00
fc5a3b9c-085e-4902-9438-a30f77317dea;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;calibration_style;While answering these questions, you mostly:;Thought carefully before each answer;Thought carefully before each answer;[];"[""calibration"",""thought_carefully_before_each_answer""]";0.8;2026-04-23 12:08:50.126594+00
841e55dc-fd54-42a6-8439-46c16dcae53c;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric;calibration_confidence;How confident do you feel that your answers reflect you right now?;Mostly confident;Mostly confident;[];"[""calibration"",""mostly_confident""]";0.8;2026-04-23 12:08:53.204617+00
2b7dffb9-b43e-4816-bfcc-438942b39771;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;sv1;when someone asks 'what do u wanna be?', you usually… 👀;vague;vague;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_sv1"",""vague""]";0.7;2026-04-30 03:55:00.526853+00
22030d1b-07f2-4952-a861-9c6cc92c4c58;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;sv2;your knowledge about different careers mostly comes from…;media;media;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_sv2"",""media""]";0.7;2026-04-30 03:55:06.228205+00
47de65eb-a2a2-4d87-87d3-9dca9f773fe9;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;sv3;if someone said 'try something completely different from your plan'…;open;open;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_sv3"",""open""]";0.7;2026-04-30 03:55:14.890418+00
2a7995d2-dba1-4752-824e-27626267124a;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;sv4;how do you feel when you have to make a big decision about your future?;overwhelmed;overwhelmed;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_sv4"",""overwhelmed""]";0.7;2026-04-30 03:55:19.665106+00
0cd67e6a-5558-4f80-9be1-f36ca85a79af;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;sv4;how do you feel when you have to make a big decision about your future?;directionless;directionless;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_sv4"",""directionless""]";0.7;2026-04-30 03:55:24.172534+00
4f921702-8587-4a3b-a3c4-9a96036debb4;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q1;if you could shadow someone for an entire day, who'd it be? 🌟;doctor;doctor;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q1"",""doctor""]";0.7;2026-04-30 03:55:37.139526+00
167bfd79-79dd-4f3f-85e6-c7597e45de70;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q2;which of these saturday activities gives you the most energy? 🔋;creative;creative;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q2"",""creative""]";0.7;2026-04-30 03:55:44.813587+00
4a11c047-94a0-40b7-9d32-0c227429e28b;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q3;what kinda rabbit holes do you fall into online? 🕳️;art,music,business;art, music, business;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q3"",""art"",""music"",""business""]";0.7;2026-04-30 03:55:55.635721+00
6ebda0fb-cf6d-44d2-bb9d-1e0e3340069c;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q4;in a group project, you naturally end up… 🤝;ideation;ideation;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q4"",""ideation""]";0.7;2026-04-30 03:56:11.370179+00
20df5bdf-ef70-4087-aa10-3129ac9a1518;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q5;if you could have any superpower for your future career… ⚡;creative;creative;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q5"",""creative""]";0.7;2026-04-30 03:58:58.237896+00
43a3c7af-aa16-4e75-884a-14571fcd8f89;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q6;what makes you completely lose track of time? ⏰;narrative,digital_building;narrative, digital_building;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q6"",""narrative"",""digital_building""]";0.7;2026-04-30 03:59:41.170997+00
9e1ac1f1-f976-4d6c-828e-bdcd5f952d88;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q7;if your school had these clubs, which one would you join first? 🏫;art;art;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q7"",""art""]";0.7;2026-04-30 03:59:46.28293+00
b80ec6fd-55fc-4005-87af-2353afeaf6f4;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q8;which of these worlds fascinates you the most? 🌍;internet,business,environment;internet, business, environment;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q8"",""internet"",""business"",""environment""]";0.7;2026-04-30 04:00:09.711672+00
6783758a-402d-4e3e-a57d-9e2fad8f28d8;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q9;how do you pick up new things best? 🧠;kinesthetic;kinesthetic;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q9"",""kinesthetic""]";0.7;2026-04-30 04:00:13.756102+00
ca1af6c9-1d85-4725-8c22-8de4561f64b2;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q10;when you daydream about the future, it usually looks like… 💭;achiever;achiever;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q10"",""achiever""]";0.7;2026-04-30 04:00:31.875695+00
bae13233-6d45-4f7c-89ef-a665a81c7080;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q11;pick the vibe that matches where you are right now 🎯;multi_interest;multi_interest;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q11"",""multi_interest""]";0.7;2026-04-30 04:00:36.201902+00
72229a4f-aa63-4c03-881c-cf86d8b86479;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q12;what would make learning about careers way more interesting? 📚;experiential;experiential;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q12"",""experiential""]";0.7;2026-04-30 04:00:40.02103+00
23feee84-e018-4155-82fe-9fddd2475af9;bb4238c8-c8f7-4684-b950-22cedd128e18;discovery;j1q13;when something doesn't go as planned, you usually… 🔄;analytical;analytical;"[""roadmap"",""job_matching"",""skill_stacker"",""content_library"",""moodboard"",""career_coach""]";"[""discovery_j1q13"",""analytical""]";0.7;2026-04-30 04:01:26.046445+00
564297b3-15e9-41e8-abeb-5edcb062e16f;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;cognitive_problem;When faced with a complex problem, you naturally prefer to:;Try things out and learn by doing;Try things out and learn by doing;"[""roadmap"",""skill_stacker"",""career_coach""]";"[""cognitive_style"",""try_things_out_and_learn_by_doing""]";0.8;2026-04-30 04:01:36.226776+00
8826e0b0-8663-4d67-9ea7-c44261e8d980;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;cognitive_decision;When making decisions with limited information, you:;Decide and adjust later;Decide and adjust later;"[""selfgraph"",""transition_planner""]";"[""decision_style"",""decide_and_adjust_later""]";0.8;2026-04-30 04:01:45.980844+00
32bbde53-7b2a-4a28-81a6-221e657d2acb;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;adaptability_change;When plans suddenly change, you usually:;Feel uncomfortable but adapt;Feel uncomfortable but adapt;"[""transition_planner"",""project_playground""]";"[""adaptability"",""feel_uncomfortable_but_adapt""]";0.8;2026-04-30 04:02:22.318655+00
978392cf-2ca3-44cc-9c76-fca7ec039545;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;agency_outcomes;When outcomes don't go as expected, you're more likely to think:;I need better support or tools;I need better support or tools;"[""mentor_matchmaking"",""mvp_builder"",""selfgraph""]";"[""agency"",""i_need_better_support_or_tools""]";0.8;2026-04-30 04:02:25.645305+00
36282d81-e684-4287-84c8-2fb180e8b187;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;agency_initiative;When you see a problem or opportunity, you usually…;Take initiative on your own;Take initiative on your own;"[""mvp_builder"",""startup_sparks"",""selfgraph""]";"[""initiative"",""take_initiative_on_your_own""]";0.8;2026-04-30 04:03:00.327969+00
92215168-259b-4623-b4c1-b9fec1e48555;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;ambiguity_preference;You prefer situations where:;Things evolve as you go;Things evolve as you go;"[""roadmap"",""mvp_builder"",""transition_planner""]";"[""ambiguity_tolerance"",""things_evolve_as_you_go""]";0.8;2026-04-30 04:03:09.732404+00
1a77c615-f94a-4cd5-9ffd-ba0a4c22ece1;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;emotion_pressure;Under pressure, you tend to:;Feel overwhelmed;Feel overwhelmed;"[""career_therapist"",""mindset_builder""]";"[""emotional_regulation"",""feel_overwhelmed""]";0.8;2026-04-30 04:03:16.310119+00
0962029f-9389-48af-89a5-cfe167717ba5;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;emotion_setback;When things go wrong, you usually:;Seek reassurance;Seek reassurance;"[""career_therapist"",""mindset_builder""]";"[""emotional_resilience"",""seek_reassurance""]";0.8;2026-04-30 04:03:23.437819+00
dd03d29a-bc45-4d14-a932-e03aef24f146;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;growth_skill;When you're not good at something yet, you:;Feel discouraged;Feel discouraged;"[""skill_stacker"",""project_playground""]";"[""growth_orientation"",""feel_discouraged""]";0.8;2026-04-30 04:03:28.532068+00
5f7bb292-c2d8-4428-b7ab-a9f625a2d388;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;values_priority;When choosing between options, you prioritize:;What helps me grow;What helps me grow;"[""job_matching"",""mentor_matchmaking""]";"[""values"",""what_helps_me_grow""]";0.8;2026-04-30 04:03:41.335962+00
0e133b79-0813-445a-a047-b2d9e5eb77ef;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;persistence_slow;When progress is slow but meaningful, you usually:;Feel demotivated;Feel demotivated;"[""roadmap"",""mvp_builder""]";"[""persistence"",""feel_demotivated""]";0.8;2026-04-30 04:03:50.075037+00
f5ccc817-f778-4982-87eb-851b1549206c;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;persistence_slow;When progress is slow but meaningful, you usually:;Push harder to speed things up;Push harder to speed things up;"[""roadmap"",""mvp_builder""]";"[""persistence"",""push_harder_to_speed_things_up""]";0.8;2026-04-30 04:03:52.298675+00
7da42aff-2530-4324-b6dc-149c67aeaf4d;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;persistence_slow;When progress is slow but meaningful, you usually:;Stay patient and consistent;Stay patient and consistent;"[""roadmap"",""mvp_builder""]";"[""persistence"",""stay_patient_and_consistent""]";0.8;2026-04-30 04:03:54.396061+00
9bdd9bc7-7d2b-47cd-a8ab-c6c53b528253;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;persistence_motivation;You're more motivated by:;Medium-term milestones;Medium-term milestones;"[""skill_stacker"",""roadmap""]";"[""motivation_horizon"",""medium-term_milestones""]";0.8;2026-04-30 04:03:58.280517+00
349de441-db36-4050-a0a2-59b2d4014881;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;feedback_critical;When receiving critical feedback, you usually:;Feel defensive initially but adapt;Feel defensive initially but adapt;"[""career_coach"",""mentor_matchmaking""]";"[""feedback_receptivity"",""feel_defensive_initially_but_adapt""]";0.8;2026-04-30 04:04:03.979108+00
be520d3b-c70c-4808-b9d7-12cb8c69af4c;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;feedback_style;Feedback helps you most when it is:;Gentle and supportive;Gentle and supportive;"[""career_coach"",""career_therapist""]";"[""feedback_style"",""gentle_and_supportive""]";0.8;2026-04-30 04:04:07.841956+00
bf2f13ea-a2f8-4583-9789-25ec6d0d33dc;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;role_initiative;In a new initiative, you naturally:;Start things from scratch;Start things from scratch;"[""project_playground"",""job_matching"",""mvp_builder""]";"[""role_orientation"",""start_things_from_scratch""]";0.8;2026-04-30 04:04:12.502303+00
cdef6cbb-b6b2-4e46-81d0-512bce550a20;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;role_initiative;In a new initiative, you naturally:;Explore ideas and possibilities;Explore ideas and possibilities;"[""project_playground"",""job_matching"",""mvp_builder""]";"[""role_orientation"",""explore_ideas_and_possibilities""]";0.8;2026-04-30 04:04:18.171915+00
44799b41-ea2b-4266-8473-690ef125451f;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;role_energy;You feel most energized when:;Learning and experimenting;Learning and experimenting;"[""project_playground"",""job_matching""]";"[""energy_source"",""learning_and_experimenting""]";0.8;2026-04-30 04:04:23.860982+00
88136b78-298c-491d-b910-c51a3468f257;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;learning_best;You learn best when:;Applying concepts in real projects;Applying concepts in real projects;"[""content_library"",""skill_stacker""]";"[""learning_style"",""applying_concepts_in_real_projects""]";0.8;2026-04-30 04:04:43.896365+00
28faa6aa-8d57-4b8b-bdbe-ef481fc46116;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;role_energy;You feel most energized when:;Creating something new;Creating something new;"[""project_playground"",""job_matching""]";"[""energy_source"",""creating_something_new""]";0.8;2026-04-30 04:04:28.612836+00
cc2f32c7-0f32-4d51-82ff-1b8fb41b8baa;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;moral_authority;When authority conflicts with your principles, you:;Speak up;Speak up;"[""mentor_matchmaking"",""selfgraph""]";"[""ethical_signal"",""speak_up""]";0.8;2026-04-30 04:04:36.47708+00
44009d92-04b2-4bf1-9464-e7a258269927;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;moral_risk;If doing the right thing risks personal loss, you're likely to:;Still do it;Still do it;"[""job_matching"",""selfgraph""]";"[""ethical_signal"",""still_do_it""]";0.8;2026-04-30 04:04:32.870692+00
b955de3c-e41c-48a2-80de-6c87967e24ff;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric;learning_apply;After learning something new, you usually:;Apply it quickly;Apply it quickly;"[""content_library"",""project_playground""]";"[""learning_transfer"",""apply_it_quickly""]";0.8;2026-04-30 04:04:40.617542+00
